date;id;text;views.count;likes.count;reposts.count;type;link;from_id;post_id;parents_stack;group_name
2024-05-27 15:22:37;804;В честь Дня пограничника в КЦ Внуково 29 мая в 18.00 пройдет праздничный концерт Центрального пограничного ансамбля ФСБ России. Ансамбль является одним из ведущих музыкальных коллективов России.Репертуар ансамбля составляют лучшие образцы русской и зарубежной классической музыки. Художественный руководитель ансамбля - народный артист России Андрей Капралов.;107.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-25 22:38:40;803;"24 мая, в парке Изварино прошла ежегодная военно-спортивная игра ""Внуковский рубеж"". Участвовали 6 команд по 4 человека. На протяжении всей трассы, для команд были созданы этапы с различными заданиями: паутина, поднятие гири, командные лыжи, одевание противогазов и т.д.";230.0;6;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-17 12:16:03;797;Главное - начать!;177.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-17 11:46:35;796;Раздельный сбор отходов: как потреблять, но не загрязнять?https://youtu.be/JXUQu1eoQTs;138.0;0;0.0;post;https://youtu.be/JXUQu1eoQTs;;;;Управа района Внуково города Москвы
2024-05-15 14:12:18;793;"🌌✈Ночь в Музее истории района Внуково 🦉Представляем вам программу, посвящённую теме авиации. 🧬18:30 - экскурсия в музее, где участники программы смогут познакомиться с историей авиации страны.🧬19:00 - квест по району Внуково, который способствует углублению полученных знаний с участием молодежных и семейных команд.🧬20:00 - драматический спектакль ""Авиаторы"" театра ""Товарищи"" по мотивам писем и произведений А. де Сент-Экзюпери. В труппу театра вошли молодые актеры, выпускникиРоссийского института театрального искусства -ГИТИС.🧺После завершения спектакля участники программы смогут посетить экопикник и отдохнуть, а желающие — продолжить вечер на тематическом кинопоказе в Музее истории района Внуково.🍿🗓18 мая 16:00 - 23:00📍Ул Б. Внуковская, д. 6💙Вход свободный📞+7 (495) 109-03-00";146.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2024-05-14 10:39:50;791;В 2024 году пройдут 43 форума в 27 регионах Российской Федерации . Регистрация претендентов для участия в форумах осуществляется на портале Федерального агентства по делам молодежи (events.myrosmol.ru).;133.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-09 22:14:40;789;День Победы во Внуково;130.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-09 08:55:51;787;С Днём Победы!;104.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-07 09:11:27;781;Уважаемые жители!Приглашаем принять участие в торжественном митинге, посвященному Дню Победы. Митинг начнется в 12.00, 9 мая у Стелы летчикам гражданской авиации, погибшим в годы ВОВ;96.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-05-06 16:13:20;780;"🟥9 мая в 13:00 на площади Культурного центра ""Внуково"" состоится концертная программа, посвященная Дню Победы в Великой Отечественной войне ""Память сердец"".🔴В концерте примут участие творческие коллективы Культурного центра:- Ведущий творческий коллектив города Москвы – Детский хореографический ансамбль ""Жемчужина"", руководители Павел и Ольга Громыко;- Хор народной песни ""Вдохновение"", Павел Акимов;- Хореографическая студия ""АПЕЛЬСИН"", руководитель Яна Леонтьева;- Ведущий творческий коллектив города Москвы – Вокальная студия Sing PRO"", руководитель Татьяна Головачева;- Студия танца ""Dancity"", руководитель Ольга Маслова;- Студия художественной гимнастики ""Грация"", руководитель Ирина Баронина.Приглашенным гостем праздничной программы станет вокальный ансамбль ""Степь"".🔴 Во время концерта для гостей будут работать тематические локации:- Интеллектуальная программа ""Знай своих героев"";- Мастер-класс по изготовлению птичек на палочке;- Мастер-класс по изготовлению праздничной открытки;- Фотозона ""Снимок из прошлого"".➡Также для всех гостей будет работать полевая кухня.❤В завершении программы приглашаем всех желающих принять участие в акции по разворачиванию георгиевской ленты на площади Культурного центра.📍Ул. Б. Внуковская, д6🕊 Вход свободный☎ +7 (495) 109-03-00";103.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-22 09:15:47;762;"21 апреля 2024 года в рамках Спартакиады ""Московское долголетие"" прошли соревнования по стрельбе из пневматической винтовки, дартсу и комплексной эстафете. Команда филиала СДЦ "" Лотос"" района Внуково заняла общекомандное второе место 🏆";193.0;7;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-20 13:06:37;758;Субботник в парке за КБО;208.0;8;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-19 09:03:04;756;Уважаемые жители! !!!Субботник переносится в парк за КБО!!!;121.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-15 13:39:17;748;Государственная ветеринарная служба города Москвы проводит БЕСПЛАТНУЮ ВАКЦИНАЦИЮ ДОМАШНИХ ЖИВОТНЫХ ПРОТИВ БЕШЕНСТВА   ВАКЦИНАЦИЯ БУДЕТ ПРОВОДИТЬСЯ:  📍20 апреля 2024 г. С 10-00 ДО 13-00  г. МОСКВА, ул. ИЗВАРИНСКАЯ, д. 3, А ПОЛУЧИТЬ КОНСУЛЬТАЦИЮ ПО ВОПРОСАМ ПРОФИЛАКТИКИ БЕШЕНСТВА МОЖНО ПО ТЕЛЕФОНУ: +7(495)731-51-69 (С 9-00 ДО 20-00) Солнцевский ветеринарный участок СББЖ ЗАО г.Москвы  расположен по адресу: г.Москва, Боровское ш., д.48, режим работы: с 9-00 до 21-00;92.0;3;1.0;post;;;;;Управа района Внуково города Москвы
2024-04-15 08:52:27;746;"В целях создания условий для организации отдыха детей в период летних каникул и популяризации исполнительских видов искусств: театр, музыка, хореография, цирк и изобразительное творчество, ГБУК г. Москвы ""ОКЦ ЗАО"" реализует масштабный проект для жителей Западного округа г. Москвы -клиентская неделя ""Магия искусств"".  Клиентская неделя ""Магия искусств"" - уникальный проект Культурной экосистемы Запада Москвы (https://kulturazao.ru/), который позволит совершенно бесплатно познакомиться горожанам с кружками и студиями округа, выбрать для себя понравившиеся направления и записаться на занятия с приятной скидкой. В рамках проекта в течение всей недели участников ждут более 100 разнообразных мероприятий, призы и приятные сюрпризы, среди который сертификаты и мерч, а также возможность записать ребенка в летние резиденции на время школьных каникул по специальной цене!  Сроки проведения проекта: с 15.04.2024 по 21.04.2024.  Для удобства жителей Западного округа города Москвы вся информация размещена на едином ресурсе https://welcome.kulturazao.ru, где можно легко выбрать мероприятие, учитывая тематику, удобный район и возраст.";128.0;3;1.0;post;https://kulturazao.ru/),;;;;Управа района Внуково города Москвы
2024-04-11 15:50:04;739;"11.04.2024 жители района Внуково, члены местной общественной организации БНУФ приняли участие в общегородской Акции Памяти на Поклонной горе у монумента ,, ""Трагедия народов"", посвящённой Международному дню освобождения узников фашистских лагерей";115.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-11 10:22:28;737;Уважаемые жители! Приглашаем принять участие 🌳;140.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-11 09:46:23;736;10 апреля 2024 года вместе с общественными советниками и депутатом МГД Валерием Головченко прошла встреча по вопросам работы ЖКХ. Здесь обсудили разные вопросы и обратились к Валерию за помощью  по  установке уличного освещения вдоль тротуара от магазина «Дикси» до КЦ Внуково и Школы №41 им. Г.А. Тарана. Ранее он помог решить вопрос с проектированием. Надеемся на дальнейшую помощь и готовы поддержать в решении важного для нас вопроса.;97.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2024-04-08 12:03:53;735;Сезон Премии #МЫВМЕСТЕ-2024 — уже здесь! Торжественный запуск Международной Премии #МЫВМЕСТЕ-2024 объявили на  Всемирном фестивале молодежи.Новый сезон — новые возможности для развития ваших проектов, направленных на помощь людям и формирование международного сообщества социальных лидеров.Ежегодно Премия помогает сотням инициатив со всей страны найти новых партнеров, масштабировать свои практики на всю страну, повысить узнаваемость благодаря информационной поддержке, а также дает возможность авторам проектов пройти образовательные программы в ведущих научных центрах России и поучаствовать в крупнейших мероприятиях федерального уровня.#МЫВМЕСТЕ — доброе сообщество инициативных людей, которое стремится менять мир к лучшему. Присоединяйся и ты, подай заявку на премия.мывместе.рф!;94.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-08 12:02:13;734;Уважаемые родители! Огромная просьба рассказать о правилах поведения возле ж/д транспорта;112.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-04-04 09:58:29;730;"Акция «Сдай макулатуру — вырасти дерево»Автономная некоммерческая организация «Межрегиональный Патриотический и Социально-экологический Центр ""Круг Жизни""» ежегодно проводит эколого-патриотическую акцию «Сдай макулатуру — вырасти дерево».Сроки весеннего сезона:получение саженцев для посадок состоится 25 апреля 2024 года.сдача вторсырья участниками в пункты приёма открыта круглый год. При этом под весенние саженцы засчитываются сдачи по 20 апреля 2024 года. Бесплатный вывоз с адреса нашими силами от 500 кг. Подробную информацию Вы можете найти:Сайт- https://vkrug.orgВКонтакте- https://vk.com/vkrugorgТелеграм- https://t.me/krugmsk";62.0;2;0.0;post;https://vkrug.orgВКонтакте-;;;;Управа района Внуково города Москвы
2024-04-04 09:54:18;729;📝 Набор в Академию ЖФК ЦСКА   Приглашаем детей от 8 до 13 лет на отбор в Академию ЖФК ЦСКА. Для записи пишите на почту academy@wfccska.ru 📨   Бесплатные тренировки в Академии ЖФК ЦСКА проходят по адресам:  – Москва, улица Живописная, дом 21, строение 1, стадион «Октябрь».  – Москва, ул. Армейская д.5, стр. 28 (База ЦСКА Ватутинки);72.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-29 13:04:37;726;ГКУ «Городской центр жилищных субсидии» уведомляет, что Окружной отдел «Новомосковский» с 1 апреля 2024 года будет находиться и осуществлять свою деятельность по новому адресу: город Москва, район Внуково, улица Плотинная, дом 1, корпус 1 График работы: понедельник - четверг с 8:00 до 17:00 пятница - с 8:00 до 15:45 суббота, воскресенье - выходные дни Телефон: +7(495)736-41-56;76.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-28 13:48:35;722;Уважаемые жители!Государственная ветеринарная служба города Москвы проводит БЕСПЛАТНУЮ ВАКЦИНАЦИЮ ДОМАШНИХ ЖИВОТНЫХ ПРОТИВ БЕШЕНСТВА   ВАКЦИНАЦИЯ БУДЕТ ПРОВОДИТЬСЯ:   30 марта 2024 г. С 10-00 ДО 13-00 по адресу:г. МОСКВА, п. ВНУКОВО ул.СПОРТИВНАЯ, д. 3А  ПОЛУЧИТЬ КОНСУЛЬТАЦИЮ ПО ВОПРОСАМ ПРОФИЛАКТИКИ БЕШЕНСТВА МОЖНО ПО ТЕЛЕФОНУ: +7(495)731-51-69 (С 9-00 ДО 20-00) Солнцевский ветеринарный участок СББЖ ЗАО г.Москвы  расположен по адресу: г.Москва, Боровское ш., д.48, режим работы: с 9-00 до 21-00;98.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-28 12:42:07;721;28.03.2024 года в управе района Внуково состоялось рабочее заседание Совета при управе района Внуково п вопросам межнациональных, межконфессиональных отношений и противодействия экстремизму на территории района Внуково. Члены совета, каждый по своему направлению, рассказали о ситуации в данном направлении на текущий момент. Принимая во внимание значимость обсуждаемого вопроса, наметили планы взаимодействия и совместных мероприятий.;91.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-16 16:50:55;708;"Добро пожаловать на народное гуляние ""Ой Маслена-красота, открывай-ка ворота"" вКЦ ""Внуково""Вместе с гостями проводим Зиму весело и шумно, с играми, песнями, веселыми хороводами. И, конечно же, традиционным угощением – блинами с пылу-жару с горячим ароматным чаем 🥞Для гостей выступят творческие коллективы Культурного центра.🤎17 марта в 12:30🤎Фойе второго этажа КЦ ""Внуково""💛ул. Б.Внуковская, д. 6🤎Вход свободный                  #Масленица #КЦ_Внуково";63.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-13 12:13:22;706;"12.03.2024 года Молодёжная палата района Внуково провела мастер-класс по изготовлению гипсовых магнитов с детьми, посещающими ГБУ ""Мой семейный центр ""Палитра"" филиал ""Внуково """;85.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-13 12:12:10;705;13.03.2024 управа района Внуково и Совет ветеранов района Внуково поздравили с 95-им юбилеем ветерана Великой Отечественной войны Рожкову Екатерину Григорьевну, вручив персональное поздравление Президента Российской Федерации и памятный подарок;149.0;7;2.0;post;;;;;Управа района Внуково города Москвы
2024-03-13 08:56:23;704;"Приглашаем на мероприятия в КЦ ""Внуково"" по адресу: ул. Большая Внуковская 6  13-28 марта 11.00-19.00 Книжная экспозиция ""Мастер военной прозы"", к 100-летию со дня рождения Юрия Бондарева Библиотека ОСП КЦ ""Внуково""  13 марта 12.00-18.00 Городская акция ""Московская музейная неделя"" Музей истории района Внуково  14 марта 15.00-18.00 Открытый смотр-конкурс художественного слова ""Ритмы строк - 2024""  Театрально-концертный зал  15 марта 15.30-17.00 Театральная программа ""Семейные ценности и нравственность как залог долгой и счастливой жизни"" Театрально-концертный зал  15 марта 18.30-20.30 Тематическая мафия ""Литературные герои"" Библиотека КЦ ""Внуково""  16 марта 16.00-17.30 Цикл лекций по истории искусств ""Арт-бланш"" Библиотека КЦ ""Внуково""  17 марта 11.00-12.00 Детский спектакль ""Маленькие человечки"" Театрально-концертный зал  17 марта 12.30-13.30 Народное гуляние ""Ой Маслена-красота, открывай-ка ворота"" Фойе второго этажа";63.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-12 16:41:28;703;Гуляй Масленица в эти выходные в районе ВнуковоВстречаемся во дворе дома ул. Аэрофлотская д.7 - 15 марта и на ул. Интернациональная 2 к.1 - 17 марта;89.0;4;1.0;post;;;;;Управа района Внуково города Москвы
2024-03-12 16:33:12;702;12 марта состоялась встреча депутатов СДМО Внуково с активом партии «Единая Россия». Обсудили основные направления работы на 2024 год, реализацию партийных проектов в районе Внуково.#ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква;87.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-08 11:29:38;699;Милые, дорогие девушки! Поздравляем вас с праздником весны и любви! Пусть эта весна принесёт вам тепло и счастье!;93.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-08 09:23:55;698;07.03.2024 по адресу: ул. Базовая, д. 2, к.1 состоялась праздничная программа, посвящённая Международному женскому дню. В концертной программе приняли участие воспитанники СДЦ «Лотос». На концерте присутствовали жители района, депутаты СДМО, активисты партии «Единая Россия». Творческие коллективы центра дарили яркие выступления лучшей половине человечества. Атмосфера праздника принесла незабываемые впечатления!  #ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква;108.0;6;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-05 12:47:25;696;Концертная программа к Международному женскому дню 💐;135.0;8;2.0;post;;;;;Управа района Внуково города Москвы
2024-03-04 11:59:17;694;01 марта в управе района Внуково состоялась встреча депутата МГД Валерия Головченко и руководства района с общественными советниками, активистами района, членами партии «Единая Россия». Обсудили текущие вопросы и планы на год. В преддверии 8 марта Валерий Головченко поздравил милых дам с наступающим праздником и подарил цветы. #ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква;323.0;9;1.0;post;;;;;Управа района Внуково города Москвы
2024-03-02 19:36:35;693;"Большой семейный праздник прошёл 2 марта в детском парке «Фили». В весёлых конкурсах и  развлечениях приняли участиечлены партии ""Единой России "" района Внуково со своими семьями. И дети, и взрослые получили заряд бодрости и весеннего настроения!#ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква";108.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-03-01 11:13:37;691;Здравствуйте, дорогие жители района Внуково!Уже 5 марта (во вторник) в 18:00 мы приглашаем детей и взрослых на уличное дворовое мероприятие «Наш двор. Дискотека на льду» ❄⛸Мы с вами будем играть и веселиться на льду катка у Альбатроса, 📍 по адресу: ул. Рассказовская, 31Захватите с собой коньки и веселое настроение 🔥;82.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-28 17:02:00;690;27.02.2024 в управе района Внуково состоялось очередное заседание Молодёжной палаты района Внуково. Обсудили план проведения мероприятий на март 2024 г.;120.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-27 18:41:18;689;"Семейный праздник в парке ""Фили""";101.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-26 17:00:13;687;Ко Дню защитника Отечества СДЦ «Лотос» организовал праздничное мероприятие. Творческие коллективы центра дарили яркие выступления папам и дедушкам, а также будущим защитникам. На концерте присутствовали жители района, депутаты СДМО, активисты партии «Единая Россия». Красочные номера позволили создать в зале атмосферу праздника и подарили незабываемые впечатления! #ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква;163.0;8;1.0;post;;;;;Управа района Внуково города Москвы
2024-02-23 11:04:21;685;С Днём защитника Отечества!;104.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-22 15:51:08;684;22 февраля у Стелы летчикам гражданской авиации, погибших в годы Великой Отечественной войны, состоялся торжественный митинг, посвященный Дню защитника Отечества. Отдать дань уважения мужеству соотечественников, проявивших доблесть и честь, чтобы защитить свою Родину, пришли депутаты СДМО Внуково, ветераны, руководство Международного аэропорта Внуково, кадеты Школы № 41, члены местного отделения партии «Единая Россия», представители организаций и жители района. Пришедшие на митинг почтили минутой молчания память тех, кто отдал свою жизнь, защищая Родину, возложили цветы к памятнику. #ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква;126.0;10;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-19 17:23:08;682;На этих выходных Молодежной палатой района Внуково был организован мастер-класс по изготовлению эко-кормушекПомочь птицам в эту холодную зиму мог любой желающий — как маленький житель нашего района, так и взрослый;175.0;7;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-19 17:20:28;681;19.02.2024 управа района Внуково и Совет ветеранов поздравили со 100-им юбилеем ветерана ВОВ Тябут Аделаиду Сергеевну, вручив персональное поздравление Президента Российской Федерации;121.0;8;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-18 09:44:58;679;"17 февраля 2024 года состоялось спортивные мероприятие ""Внуковская лыжня"" и эстафета «Внуковский рубеж», организованные СДЦ «Лотос». В соревнованиях активное участие приняли жители района, кадеты и учащиеся Школы № 41 им. Г.А. Тарана. Победили сильнейшие. А вкусный чай и каша из полевой кухни способствовали хорошему настроению участников и помогло показать высокие результаты. Мероприятия прошли при активной поддержке партии «Единая Россия» и депутатов СДМО района Внуково. #ЕР #жителиМКД #годпервичекЕР #ШГП #ЕРМосква";102.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-16 13:20:44;678;Внуковский РУБЕЖ в эту субботу для здоровья и веселья!;80.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-15 16:58:57;677;Приходи в эту субботу со своими лыжами или возьми на прокат. Ну или просто попей чай с баранками!⛷;101.0;3;1.0;post;;;;;Управа района Внуково города Москвы
2024-02-13 16:45:26;676;10.02.2024 в Центре московского долголетия Внуково для жителей района состоялась концертная программа «О любви немало песен сложено» в исполнении дуэта «Душа поёт», приуроченная ко «Дню всех влюбленных» #ЕР #жителиМкд #годпервичекЕр #ШГП #ЕрМосква;260.0;10;1.0;post;;;;;Управа района Внуково города Москвы
2024-02-12 14:15:58;674;12.02.2024 года управа района Внуково совместно с Советом ветеранов района поздравили с 95-летним юбилеем жителя района, ветерана ВОВ Ковальчук Лидию Александровну. Вручили поздравительную открытку от Президента РФ Путина В.В.и подарок. Пожелали здоровья, долголетия, благополучия и заботы близких.;112.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-08 14:33:53;672;Дорогие жители района Внуково!Уже в это воскресенье (11 февраля) в 15:00 мы приглашаем детей и взрослых на уличное дворовое мероприятие «Наш двор. День снеговика» ❄☃Мы с вами будем весело играть, принимать участие в спортивных эстафетах и интеллектуальных викторинах Встречаемся во дворе 📍 по адресу: ул. Интернациональная 4Не забудьте с собой веселое настроение 🔥;97.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-08 13:43:27;671;Приглашаем принять участие;76.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-02-08 08:52:48;670;Стань участником проекта «Всей семьёй!» Президент России объявил грядущий 2024 год Годом семьи. Году семьи посвящен российский семейный проект «Всей семьёй!» Инициатором проекта выступила общественная организация «Я помогаю детям». Каждую неделю семьи – участники получат простые и увлекательные задания для совместного выполнения. От приготовления ужина до посещения музея – вариантов много. На этой неделе организаторы проекта предлагают всей семьей заняться спортом. Нужно будет выполнить задание и опубликовать фотоотчет в своих соцсетях (ВК/ОК) под специальными хештегами: #всейсемьей #всейсемьей77 Присоединяйтесь к проекту! Официальный сайт проекта: https://всейсемьей.рф/ VK – https://vk.com/vseysemiey Одноклассники – https://ok.ru/vseysemiey Всем семьям-участницам — уникальные электронные вкладыши к Году семьи в подарок! И другие призы! #всейсемьей #всейсемьей77;82.0;1;0.0;post;https://всейсемьей.рф/;;;;Управа района Внуково города Москвы
