date;id;text;views.count;likes.count;reposts.count;type;link;post_id;parents_stack
2024-05-14 13:57:29;14177;Отчёт Губернатора Санкт-Петербурга: о главных достижениях за последние 5 лет, приоритетных проектах, территориях и планах по развитию города. Уже сегодня в 15:00, подключайтесь:;730.0;6;0.0;post;;;
2024-05-14 13:00:03;14171;Публичные слушания по отчету об исполнении бюджета за 2023 г.  13 мая 2024 года в 17.00 по адресу: ул. Латышских стрелков, д. 11, корп. 4, литера А, пом. 22 прошли публичные слушания по отчету об исполнении местного бюджета за 2023 г. На слушаниях присутствовал глава муниципального образования [id137207763|Николай Беляев], депутаты и жители округа. Доклад об исполнении местного бюджета МО Правобережный за 2023 год представил глава местной администрации Тонкель Игорь Ростиславович. После отчета у присутствующих была возможность задать вопросы об исполнении бюджета за 2023 г. главе местной администрации Тонкелю Игорю Ростиславовичу. На все вопросы были получены исчерпывающие ответы. Предложений граждан по отчёту в письменном виде в установленный период в комиссию не поступило.  #Исполнение_бюджета@mo_57, #Отчёт@mo_57, #Публичные_слушания@mo_57 #Местная_администрация;1302.0;8;0.0;post;;;
2024-05-14 11:00:55;14163;"Анонс экскурсии «Саблинские пещеры»Уважаемые жители МО Правобережный! 25 мая 2024 года состоится автобусная экскурсия в «Саблинские пещеры».Для получения билета необходимо пройти электронное бронирование на официальном сайте МО Правобережный.Ссылка на электронное бронирование билетов откроется отдельной новостью со специальной ссылкой 15 мая 2024 года в 11:00.Программа:11:45 – Подача автобуса по адресу пр. Пятилеток, д. 2;12:00 - Отправление автобуса. Трассовая экскурсия по маршруту следования;13:30 - Экскурсия по Левобережной пещере;15:30 - Экскурсия к водопадам на реках Тосна и Саблинка;16:30 - Отправление в Санкт-Петербург;18:00 - Окончание экскурсии по адресу пр. Пятилеток, д. 2.ВНИМАНИЕ!Также предусмотрена выдача билетов в порядке живой очереди (количество ограничено).Выдача посадочных билетов на экскурсию (забронированных и по живой очереди) будет осуществляться:22 мая 2024 года с 10.00 до 13.00 и 14.00 до 17.00.по адресу: ул. Латышских Стрелков 11, к. 4, 1 этаж, каб. 8.Возрастные ограничения: 7+#Мероприятия_МО_Правобережный@mo_57, #Местная_администрация@mo_57, #Экскурсии@mo_57 #Местная_администрацияhttps://mo57.ru/anons-ekskursii-sablinskie-peshhery/";1166.0;15;10.0;post;https://mo57.ru/anons-ekskursii-sablinskie-peshhery/;;
2024-05-14 10:06:54;14155;"Вчера в СКЦ ""Буревестник"" прошел благотворительный концерт ""Цветущий май! Победный май!"" глава муниципального образования Правобережный [id137207763|Николай Беляев] высоко оценил уровень организации концерта и профессионализм его участников. Благодарим [club205444901|ГБОУ СОШ № 323 Невского района Санкт-Петербурга] за организацию мероприятия.Все фотографии с мероприятия в альбоме: https://vk.com/album-187589248_302786916";1009.0;28;3.0;post;https://vk.com/album-187589248_302786916;;
2024-05-13 17:01:00;14143;"Подопечные [club15836347|Центр реабилитации Невского района], расположенного по адресу: ул. Чудновского, д. 4, корп.1, Сергей Поюнов и Ярослава Сафонова приняли участие в популярной телевизионной шоу-программе Андрея Малахова «Песни от всей Души». Они совместно исполнили песню ""Пообещайте мне любовь». Эфир вечерней программы состоялся 12 мая на телеканале РОССИЯ 1. Ярослава Сафонова слабовидящая, а Сергей Поюнов   ̶  инвалид-колясочник, у него ампутирована нога. Но это не мешает ему быть постоянным участником конкурса «Адмиралтейское танго» (танцы на колясках), ему присвоено спортивное звание Мастер спорта России.Потребность людей в хорошей музыке, душевных песнях неизбывна. Именно это отражает творчество всех людей, принимающих участие в этой, ставшей уже всенародной, телепередаче. Сергей и Ярослава украсили собой майский эфир. Пожелаем им дальнейших успехов!";3169.0;93;9.0;post;;;
2024-05-13 15:00:03;14137;"Во время объезда территории глава муниципального образования Правобережный [id137207763|Николай Беляев] и глава местной администрации проверили ход работ по благоустройству дворовой территории на ул. Латышских Стрелков дом 11, корпус 1, литера А https://vk.com/album-187589248_302543768  Работы предусматривают: Асфальтобетонное покрытие внутриквартальных территорий; Покрытие (газонное) Производство работ c 22.04.2024 по 15.07.2024  #Благоустройство_МО_Правобережный@mo_57 #Местная_администрация, #МО_Правобережный";2412.0;9;0.0;post;https://vk.com/album-187589248_302543768;;
2024-05-13 14:00:03;14134;"Сегодня глава муниципального образования Правобережный [id137207763|Николай Беляев] и глава местной администрации Игорь Тонкель проверили ход работ по благоустройству дворовой территории по адресу: пр. Пятилеток, д. 7, корп. 2, лит.А https://vk.com/album-187589248_302602791 Работы предусматривают: Покрытие (газонное; асфальтовое; полимерное; плиточное); Планировочное устройство (бортовой камень общей протяженностью более 100 м.); Оборудование; Посадка деревьев, кустарников.  Работы будут производиться с 15.04.2024 по 15.07.2024 #Благоустройство_МО_Правобережный@mo_57 #Благоустройство@mo_57 #Формирование_комфортной_городской_среды@mo_57 #Местная_администрация@mo_57 #Местная_администрация #МОПравобережный";2190.0;9;4.0;post;https://vk.com/album-187589248_302602791;;
2024-05-10 11:00:01;14125;"Уважаемые жители МО Правобережный! Приглашаем вас посетить Дворец Культуры им. Ленсовета для просмотра праздничного концерта «МЫ-ОДНА СЕМЬЯ!». Концерт посвящен светлому, душевному празднику - Дню Семьи. Для зрителей, на сцене, выступят лучшие исполнители и творческие коллективы Петербургской эстрады.  Концерт состоится 21 мая 2024 года, начало в 19:00. Продолжительность концерта 1 час 40 минут. Возрастное ограничение: 6+  Для получения билетов вам необходимо будет пройти электронное бронирование. Забронировать билет можно пройдя по ссылке 👇 https://mo57.ru/event/prazdnichnyj-kontsert-my-odna-semya/  Билеты распространяются только среди жителей, зарегистрированных на территории МО Правобережный.  Количество желающих посетить спектакль должно равняться количеству забронированных билетов. «Ответственный за бронь» должен забронировать себе отдельный билет.  📌 Выдача билетов будет производиться:  15 мая 2024г. с 10:00 до 17:30 (с 13:00 до 14:00 - перерыв)- выдача забронированных билетов  16 мая 2024г. с 10:00 до 17:30 (с 13:00 до 14:00 - перерыв)- выдача забронированных билетов и выдача по живой очереди  📍 По адресу: ул. Латышских Стрелков, дом 11, к. 4, 1 этаж, каб.8, кнопка домофона «Администрация».   Документы необходимые для получения билетов по брони:  электронная бронь на каждого жителя (для предъявления допускается в электронном виде);  паспорт с отметкой о регистрации по месту жительства на территории МО Правобережный (форма 3 не подходит);  для детей обязательно свидетельство о рождении и справка о регистрации на территории МО Правобережный (форма №8 или форма №9)  Распространение билетов для жителей МО Правобережный производится в соответствие с утвержденным порядком (Постановление МА МО Правобережный от 21.08.2023 № 59, с изм. Постановление МА МО Правобережный от 15.01.2024 № 4).https://mo57.ru/prazdnichnyj-kontsert-my-odna-semya/#Мероприятия_МО_Правобережный@mo_57 #Местная_администрация@mo_57 #Местная_администрация";2989.0;23;10.0;post;https://mo57.ru/event/prazdnichnyj-kontsert-my-odna-semya/;;
2024-05-10 09:00:01;14124;Новый спортивный комплекс построят на улице Ворошилова  На рабочем совещании губернатора Александра Беглова с членами городского Правительства согласовано целевое предоставление инвестору земельного участка для строительства спортивного комплекса на улице Ворошилова (рядом в домом 11).  «Мы всё чаще рассматриваем вопросы строительства спортивных объектов. Инвесторы проявляют к ним большой интерес. Эти объекты не пустуют. Они востребованы петербуржцами, и это радует. Жители нашего города выбирают здоровый образ жизни», – отметил Александр Беглов.  В спорткомплексе планируется разместить два тренажерных зала, помещения для инвентаря, медицинский и массажный кабинеты и иную сопутствующую инфраструктуру. По завершении строительства инвестор передаст в собственность города помещения общей площадью не менее 200 квадратных метров. В них будут работать секции Центра физической культуры, спорта и здоровья Невского района.   https://78.ru/news/2024-05-07/na-ulice-voroshilova-v-peterburge-postroyat-novii-sportivnii-kompleks;2968.0;20;8.0;post;https://78.ru/news/2024-05-07/na-ulice-voroshilova-v-peterburge-postroyat-novii-sportivnii-kompleks;;
2024-05-09 12:00:04;14122;Уважаемые ленинградцы, петербуржцы! Дорогие друзья! От всей души поздравляю Вас с Днём Победы! Для каждого из нас это священный праздник, который объединяет все поколения российских граждан. В мае 1945 года наша страна поставила точку в самой кровопролитной войне человечества, освободила мир от нацизма, подарила людям право на будущее. Мы знаем, что Победу тогда ковал весь народ – мужчины и женщины, пожилые и совсем юные, в тылу и на фронте. Только так возможно преодолеть любые трудности. Сегодня мы действуем, как нас научили наши великие предки. Низкий поклон поколению победителей! Ваши имена навсегда останутся в сердцах людей, которые радуются жизни только благодаря вашему подвигу. Эта память дает нам силы и вдохновляет на новые свершения во имя Родины. Желаю Вам здоровья, счастья, благополучия, мирного неба над головой!  Председатель Законодательного Собрания Санкт-Петербурга [id630157549|Александр Бельский];1264.0;22;1.0;post;;;
2024-05-09 09:00:01;14120;День ПОБЕДЫ!  9 мая каждая семья в нашей стране отмечает День Победы в Великой Отечественной войне!  Эта война началась 22 июня 1941 года с вероломного нападения фашистской Германии на СССР. Длилась она почти 4 года и стала самым крупным вооруженным столкновением в истории человечества. На фронте, простиравшемся от Баренцева до Черного морей, в различные периоды войны одновременно сражались до 13 миллионов человек, применялось до 20 тысяч танков и штурмовых орудий, до 165 тысяч орудий и минометов, до 19 тысяч самолетов.  Судьба всей Второй мировой войны решалась на советско-германском фронте ̶ главном фронте борьбы с фашизмом. Наша страна до конца несла основную тяжесть борьбы с агрессором. Именно Победа в Великой Отечественной войне привела к скорому окончанию Второй мировой войны.  9 мая 1945 года на Центральный аэродром им. Фрунзе приземлился самолет с экипажем А.И. Семенкова, доставивший в Москву акт о капитуляции фашистской Германии. В тот же день провозгласили официальный указ о назначении этой даты государственным праздником ̶ Днём Победы.  День Великой Победы ̶ символ непоколебимого духа и героизма. Ради зашиты своего Отечества и мира на Земле погибли около 27 миллионов советских людей.   Сегодня мы вспоминаем эту важнейшую победу в нашей истории и чтим тех, кто мужественно защищал и продолжает защищать нашу Родину.  Вечная память павшим! Слава защитникам своего Отечества!  #ДеньПобеды#СлаваГероям#ЧтимПамять#ВОВ#МОПравобережный;746.0;13;0.0;post;;;
2024-05-08 17:00:02;14116;"Анонс концерта «Мы — одна семья!»Уважаемые жители МО Правобережный! Приглашаем вас посетить Дворец Культуры им. Ленсовета для просмотра праздничного концерта «МЫ-ОДНА СЕМЬЯ!». Концерт посвящен светлому, душевному празднику - Дню Семьи. Для зрителей, на сцене, выступят лучшие исполнители и творческие коллективы Петербургской эстрады.Концерт состоится 21 мая 2024 года, начало в 19:00.Продолжительность концерта 1 час 40 минут.Возрастное ограничение: 6+Для получения билетов вам необходимо будет пройти электронное бронирование.Электронное бронирование билетов, состоится 10 мая 2024 года в 11:00 по отдельной ссылкеБилеты распространяются только среди жителей, зарегистрированных на территории МО Правобережный.Внимание! Электронное бронирование билетов будет производится по 4-м микрорайонам округа. В целях большего охвата жителей округа бронирование будет распределяться равными частями по микрорайонам. Это значит, что на каждый из 4х микрорайонов округа будет выделено равное количество билетов для бронирования. Заранее посмотрите, к какому микрорайону относится ваш адрес174 избирательный округУлица Коллонтай – 28 (корпус 1), 30 (корпус 2), 32 (корпус 1, 2), 36;Улица Кржижановского – 15, 17 (корпус 2);Проспект Солидарности – 1 (корпус 3), 3 (корпус 1, 2, 5), 5;Товарищеский проспект – 2 (корпус 1, 2);Улица Чудновского — 5, 6 (корпус 2, 3, 4), 8 (корпус 1, 2, 4), 9, 13, 17, 19.175 избирательный округУлица Ворошилова – 25 (корпус 1, 2), 27 (корпус 1, 2), 29 (корпус 1, 2, 3), 31 (корпус 1, 2, 3), 33 (корпус 1);Улица Кржижановского – 3 (корпус 2, 3, 5), 5 (корпус 2, 4), 7, 13;Улица Латышских стрелков – 1, 3, 5 (корпус 1, 2), 7 (корпус 1), 9 (корпус 2), 11 (корпус 1, 2), 15 (корпус 1, 2, 3), 17 (корпус 1);Российский проспект – 5, 8, 14;Улица Чудновского – 1, 6 (корпус 1), 2/11.176 избирательный округУлица Бадаева – 5, 5 (корпус 2), 7, 7 (корпус 2), 9, 11;Улица Ворошилова — 1, 3 (корпус 2), 5 (корпус 2), 9, 9 (корпус 3), 11;Улица Джона Рида – 12;Клочков переулок – 12;Улица Коллонтай – 24 (корпус 1, 2, 3), 26;Набережная реки Оккервиль – 4, 4 (корпус 2), 6, 8;Проспект Пятилеток – 3, 5, 5 (корпус 2), 7 (корпус 1, 2), 9 (корпус 1, 2), 13 (корпус 1, 3), 14 (корпус 1, 2), 15 (корпус 1, 2, 3, 4, 5, 8), 16 (корпус 2, 3), 17 (корпус 1, 2, 4, 5), 18 (корпус 1), 19, 20;Российский проспект – 1, 3 (корпус 1).177 избирательный округУлица Бадаева – 1 (корпус 2), 3(корпус 1), 6 (корпус 1), 8 (корпус 1, 2, 3), 14 (корпус 1, 2, 4);Улица Ворошилова — 7 (корпус 2);Дальневосточный проспект – 6 (корпус 1), 8 (корпус 1), 10 (корпус 1); 12 (корпус 2)Улица Джона Рида – 1 (корпус 1), 2 (корпус 1), 4 (корпус 1, 2), 5 (корпус 1, 2), 7 (корпус 1, 3), 8, 9, 10 (корпус 1);Еремеева улица – 1 (корпус 1), 3 (корпус 2), 5 (корпус 2), 7 (корпус 2);Клочков переулок – 4 (корпус 1, 2), 6 (корпус 1), 8, 10, 10 (корпус 2);Улица Коллонтай – 2, 4 (корпус 1), 6 (корпус 1, 2), 12 (корпус 2), 14 (корпус 2, 3, 4), 16 (корпус 1, 3);Проспект Пятилеток – 2, 4 (корпус 1), 6 (корпус 1, 4), 8 (корпус 2, 3, 4), 10 (корпус 1, 2);Складская улица – 5 (корпус 1);Союзный проспект – 4, 6 (корпус 1), 8 (корпус 1), 10 (корпус 1).#Мероприятия_МО_Правобережный@mo_57, #Местная_администрация@mo_57 #Местная_администрацияhttps://mo57.ru/anons-kontserta-my-odna-semya/";1457.0;26;14.0;post;https://mo57.ru/anons-kontserta-my-odna-semya/;;
